func,start,end,is_cold,container_id,provider.request_id,blob.upload,blob.download,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
auth,1706470161.624648,1706470161.689023,True,3fce74b8,pdlsul99vitl,0,0,b6eb3a6d,135000.0,0.0,,,,0.0
auth,1706470159.485044,1706470159.694072,True,1e1a4dca,lqqkdgf33o9h,0,0,a659e2d0,230000.0,0.0,,,,0.0
auth,1706470161.187933,1706470161.264372,True,2d58f482,iwu5hght5arw,0,0,ea985b24,126000.0,0.0,,,,0.0
auth,1706470161.966507,1706470162.078001,True,0892a18d,aex12yk12bl5,0,0,1cb614c8,201000.0,0.0,,,,0.0
auth,1706470161.784922,1706470161.864219,True,1d36fd84,xjkash3jz5su,0,0,2574737c,189000.0,0.0,,,,0.0
auth,1706470161.753832,1706470162.055391,True,785e787c,1thvhiegdtnm,0,0,18604a8c,586000.0,0.0,,,,0.0
auth,1706470161.316704,1706470161.521963,True,3a6708b5,ricse90rqb2f,0,0,c407751e,416000.0,0.0,,,,0.0
auth,1706470161.067497,1706470161.139926,True,428b5594,cas86hdl3evm,0,0,e40f769c,142000.0,0.0,,,,0.0
auth,1706470161.293562,1706470161.371098,True,5343935c,k76afa31uugq,0,0,4f245e0f,149000.0,0.0,,,,0.0
auth,1706470161.71329,1706470162.137369,True,0106de1d,6l2yan402lgx,0,0,c3a4e6de,764000.0,0.0,,,,0.0
auth,1706470161.372373,1706470161.657728,True,a4945f68,dzdjq7pcvqyv,0,0,615cd38c,516000.0,0.0,,,,0.0
auth,1706470161.59341,1706470161.65331,True,b21417ed,njeq5wy2brrc,0,0,fad45e7a,127000.0,0.0,,,,0.0
auth,1706470161.311153,1706470161.5985,True,5dc8b4cf,2zo6w4ofo8n3,0,0,63183b86,475000.0,0.0,,,,0.0
auth,1706470161.550509,1706470161.625058,True,5b6531af,21xl06hxumr3,0,0,343ee6d6,124000.0,0.0,,,,0.0
auth,1706470161.926022,1706470162.038227,True,03d7a8c0,wagthkjhh782,0,0,8adc322e,213000.0,0.0,,,,0.0
auth,1706470161.08791,1706470161.144325,True,9504b2c5,9nsgsry0ch97,0,0,fb56e34a,142000.0,0.0,,,,0.0
auth,1706470161.743909,1706470161.835741,True,a548159b,a3pzoorc13go,0,0,63cc066a,176000.0,0.0,,,,0.0
auth,1706470161.05631,1706470161.119782,True,2b3253e2,jj092n67qcq9,0,0,2f33eab0,125000.0,0.0,,,,0.0
auth,1706470161.230726,1706470161.295707,True,64267c62,ym0a3h2s47kw,0,0,e8e68a8e,140000.0,0.0,,,,0.0
