func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
run_workflow,1706563022.6363,1706563022.645385,91e7056f,,,,,,0.0,0.0,,,,0.0
process,1706563014.919524,1706563015.920605,91e7056f,False,3ce77c02,ff6c6bd0-7f8d-4801-ab7e-657fd5338021,0.0,0.0,3744353.0,0.0,,,,0.0
process,1706563013.900929,1706563014.903117,91e7056f,False,3ce77c02,68f68467-2007-4a05-b7e7-f3fb7950dc62,0.0,0.0,2752800.0,0.0,,,,0.0
process,1706563015.928279,1706563016.930549,91e7056f,False,3ce77c02,a6895af9-f329-4fd5-8b45-603531d55822,0.0,0.0,4732141.0,0.0,,,,0.0
generate,1706562994.45302,1706562994.454583,91e7056f,False,9a48cd0f,672cb849-140a-4cb7-b3e2-0d20e028250f,0.0,0.0,44625.0,0.0,,,,0.0
process,1706563016.939875,1706563017.941154,91e7056f,False,3ce77c02,c2418b04-7cd7-4d56-a129-e942ad63cd06,0.0,0.0,5724940.0,0.0,,,,0.0
process,1706562934.774082,1706562935.775993,6bf3a5ae,False,aa2ad4a1,e94531ad-0d8e-4a38-93e6-66d60aca0a46,0.0,0.0,10193839.0,0.0,,,,0.0
run_workflow,1706562940.008357,1706562940.025252,6bf3a5ae,,,,,,0.0,0.0,,,,0.0
process,1706562932.774738,1706562933.776945,6bf3a5ae,False,a18f4fc8,b75e2bc7-e1fb-4163-a5e7-1fecf7e5177c,0.0,0.0,7069337.0,0.0,,,,0.0
process,1706562931.756159,1706562932.761671,6bf3a5ae,False,a18f4fc8,ebadbea1-474a-4e1a-af94-1212590aff48,0.0,0.0,6065715.0,0.0,,,,0.0
generate,1706562922.629717,1706562922.630208,6bf3a5ae,False,aa2ad4a1,fe415e29-c5bf-4011-b11e-cd4dbc75dabf,0.0,0.0,270270.0,0.0,,,,0.0
process,1706562930.730924,1706562931.732837,6bf3a5ae,False,aa2ad4a1,a1d23a17-6f63-4e80-a60c-97e1245fded4,0.0,0.0,8052256.0,0.0,,,,0.0
process,1706563012.28451,1706563013.286996,eaf1872e,False,9a48cd0f,cbbca48c-aa69-469a-8ca4-7650d4d51f08,0.0,0.0,10287511.0,0.0,,,,0.0
generate,1706562994.090712,1706562994.091476,eaf1872e,False,9a48cd0f,837a084e-aea7-4778-a1cb-f3aa009b3300,0.0,0.0,142251.0,0.0,,,,0.0
run_workflow,1706563022.386051,1706563022.400773,eaf1872e,,,,,,0.0,0.0,,,,0.0
process,1706563012.889871,1706563013.891926,eaf1872e,False,3ce77c02,e1ac8166-d5f5-43d4-b783-062ae37eae08,0.0,0.0,10069662.0,0.0,,,,0.0
process,1706563011.225985,1706563012.237897,eaf1872e,False,9a48cd0f,1f9dee1d-d010-4b90-9d4b-4c4fd91bc09f,0.0,0.0,10225221.0,0.0,,,,0.0
process,1706563011.879883,1706563012.882231,eaf1872e,False,3ce77c02,94d5d97a-6202-4afc-9ff9-37d2b4ee3366,0.0,0.0,10085094.0,0.0,,,,0.0
process,1706563020.437031,1706563021.443734,e70f676c,False,9a48cd0f,43f38e0b-7044-4c05-9d83-1f1f9cf74ea9,0.0,0.0,10119696.0,0.0,,,,0.0
run_workflow,1706563022.55701,1706563022.55812,e70f676c,,,,,,0.0,0.0,,,,0.0
process,1706563017.401334,1706563018.404141,e70f676c,False,9a48cd0f,65e54de5-11d9-4abc-8be3-c38513c5f7af,0.0,0.0,7192499.0,0.0,,,,0.0
process,1706563019.423657,1706563020.425443,e70f676c,False,9a48cd0f,8ea95921-cde8-4775-a212-58e49c498172,0.0,0.0,9114562.0,0.0,,,,0.0
process,1706563018.413106,1706563019.414481,e70f676c,False,9a48cd0f,1c4ff118-9a5e-473b-bf82-49bb188bd687,0.0,0.0,8136557.0,0.0,,,,0.0
generate,1706562994.178063,1706562994.179105,e70f676c,False,9a48cd0f,225b3ab0-bbf0-442e-aecb-a983c8006b76,0.0,0.0,175266.0,0.0,,,,0.0
process,1706562956.831886,1706562957.833825,0da45c58,False,a71dd3fb,fb8a13cb-1ae7-493a-bb7a-421fef173912,0.0,0.0,10080412.0,0.0,,,,0.0
generate,1706562939.981506,1706562939.982401,0da45c58,False,aa2ad4a1,b5b5808d-1023-4658-8b3d-e441aad8e766,0.0,0.0,9230591.0,0.0,,,,0.0
process,1706562949.023419,1706562950.025682,0da45c58,False,3ce77c02,62ba92fb-3922-4726-be43-71547649ca40,0.0,0.0,2112822.0,0.0,,,,0.0
process,1706562950.034395,1706562951.036299,0da45c58,False,3ce77c02,dadc1bbd-8b7c-4691-b7ab-f7135ecb6220,0.0,0.0,3085435.0,0.0,,,,0.0
process,1706562948.003613,1706562949.014323,0da45c58,True,3ce77c02,edbfad86-bfdb-46e9-9b89-b08a987710b8,0.0,0.0,1084609.0,0.0,,,,0.0
run_workflow,1706562958.037386,1706562958.038417,0da45c58,,,,,,0.0,0.0,,,,0.0
generate,1706562946.333127,1706562946.334261,cdfee328,False,a18f4fc8,4c830d48-9bba-4caf-ba81-115f69602191,0.0,0.0,101659.0,0.0,,,,0.0
run_workflow,1706562958.032666,1706562958.045438,cdfee328,,,,,,0.0,0.0,,,,0.0
process,1706562948.638353,1706562949.646435,cdfee328,False,a71dd3fb,b36a71ef-78d1-42c9-a062-5701a904c2e3,0.0,0.0,2159662.0,0.0,,,,0.0
process,1706562948.754823,1706562949.758107,cdfee328,False,a18f4fc8,2c1d8fef-a24e-46ae-b8a0-5a305bf18a81,0.0,0.0,2974851.0,0.0,,,,0.0
process,1706562952.819875,1706562953.821867,cdfee328,False,a18f4fc8,a92f1c7a-70b3-4bb1-91c8-bf650894c815,0.0,0.0,6967803.0,0.0,,,,0.0
process,1706562946.723208,1706562947.724951,cdfee328,False,a18f4fc8,1ac660be-0ab6-4455-8da7-f70456f67149,0.0,0.0,1044317.0,0.0,,,,0.0
process,1706563006.018338,1706563007.020448,a6ce1cfa,False,9a48cd0f,80bbb141-a84e-43c1-ad77-4c0ac9768343,0.0,0.0,10183009.0,0.0,,,,0.0
run_workflow,1706563021.492271,1706563021.49348,a6ce1cfa,,,,,,0.0,0.0,,,,0.0
process,1706563001.760299,1706563002.762335,a6ce1cfa,False,3ce77c02,c28c5c53-2dcc-4c69-a6d9-db5bb1c3dc6f,0.0,0.0,5146494.0,0.0,,,,0.0
process,1706563002.771521,1706563003.773406,a6ce1cfa,False,3ce77c02,4039ca7e-b0e8-451c-ba20-6ede2adc5d6f,0.0,0.0,6135653.0,0.0,,,,0.0
process,1706563000.74843,1706563001.750308,a6ce1cfa,False,3ce77c02,256de67c-8f6d-4a61-ac2a-99cda62ae434,0.0,0.0,4155041.0,0.0,,,,0.0
generate,1706562993.310563,1706562993.311983,a6ce1cfa,False,9a48cd0f,1309746a-d4c3-4a40-bafa-b9df7d7700e5,0.0,0.0,294055.0,0.0,,,,0.0
process,1706563008.845412,1706563009.847739,2279b90a,False,3ce77c02,69a4561c-bc9e-4628-8611-d63bf096e8f1,0.0,0.0,8617494.0,0.0,,,,0.0
generate,1706562993.970955,1706562993.971739,2279b90a,False,9a48cd0f,d746c7eb-bead-45db-93c5-4f31a2fcbfaf,0.0,0.0,168332.0,0.0,,,,0.0
process,1706563004.802694,1706563005.804946,2279b90a,False,3ce77c02,4c9747a9-d865-44b3-849a-0ddaa95eb5e6,0.0,0.0,4649735.0,0.0,,,,0.0
process,1706563003.782543,1706563004.794112,2279b90a,False,3ce77c02,6049f7ac-92ed-4192-a4c1-5f766d3ad620,0.0,0.0,3659841.0,0.0,,,,0.0
process,1706563007.8356,1706563008.83772,2279b90a,False,3ce77c02,90f879e6-4ba8-4312-bc2a-4f56744fa99c,0.0,0.0,7626700.0,0.0,,,,0.0
run_workflow,1706563021.507609,1706563021.510555,2279b90a,,,,,,0.0,0.0,,,,0.0
process,1706562923.496349,1706562924.502,6a65f50f,False,aa2ad4a1,75f722d8-20e0-4361-83d8-f082b9d80ee0,0.0,0.0,1058156.0,0.0,,,,0.0
process,1706562927.679671,1706562928.681381,6a65f50f,False,a18f4fc8,3129fbc1-7fcb-46bf-8377-f5cf6b56b7ad,0.0,0.0,2047987.0,0.0,,,,0.0
process,1706562926.64857,1706562927.658881,6a65f50f,False,aa2ad4a1,54316fb2-3326-493a-b6f3-51d599547524,0.0,0.0,4069517.0,0.0,,,,0.0
run_workflow,1706562940.276358,1706562940.28751,6a65f50f,,,,,,0.0,0.0,,,,0.0
process,1706562931.742881,1706562932.744659,6a65f50f,False,aa2ad4a1,1d3cf165-f21f-46c4-8010-97e83729caa8,0.0,0.0,9043628.0,0.0,,,,0.0
