func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
encode,1655130817.473694,1655130860.476484,False,c39b4409,xry8awlvt4zi,6f455922,43016000.0,0.0,,,256.0,0.0
rebase,1655130880.822293,1655130896.566211,False,3fb9ed69,igdqm9zlm0bf,6f455922,15754000.0,0.0,,,256.0,0.0
split,1655130817.187235,1655130817.187477,False,39dcdf64,oeimwxw2z8d9,6f455922,8000.0,0.0,,,256.0,0.0
reencode,1655130863.934421,1655130878.55153,False,40c939c6,whkd7d65rk9m,6f455922,14718000.0,0.0,,,256.0,0.0
rebase,1655130927.951513,1655130941.051452,False,3fb9ed69,igdqz15jw6vd,6f455922,13145000.0,0.0,,,256.0,0.0
encode,1655130819.395201,1655130861.610997,True,15a74fff,92mzjf2vj7j0,6f455922,42233000.0,0.0,,,256.0,0.0
rebase,1655130896.650567,1655130912.547457,False,3fb9ed69,igdq3n8hhalg,6f455922,15916000.0,0.0,,,256.0,0.0
encode,1655130819.443042,1655130861.667783,True,d864279d,enavod4sfyn9,6f455922,42257000.0,0.0,,,256.0,0.0
rebase,1655130912.624887,1655130927.86206,False,0d17b80b,qsa2ldo7n917,6f455922,15248000.0,0.0,,,256.0,0.0
encode,1655130817.603484,1655130851.943533,False,5141787f,nd3vb3whbsw8,6f455922,34351000.0,0.0,,,256.0,0.0
reencode,1655130863.663368,1655130879.174391,False,02037442,x7ndauufhggz,6f455922,15533000.0,0.0,,,256.0,0.0
reencode,1655130863.737868,1655130878.611749,False,2b943bf7,3io0irq1zc8w,6f455922,14888000.0,0.0,,,256.0,0.0
encode,1655130817.734373,1655130855.805273,False,fc7c6df7,hu3tuauk4vyg,6f455922,38083000.0,0.0,,,256.0,0.0
rebase,1655130941.188305,1655130955.125267,False,4531df35,aspbdfjmpu3y,6f455922,13950000.0,0.0,,,256.0,0.0
reencode,1655130863.509471,1655130879.28999,False,c34d9eb0,0nw6pumndzid,6f455922,15791000.0,0.0,,,256.0,0.0
