func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
auth,1655132247.697258,1655132247.749284,True,72ce8cfa,x6fb4a106m8a,e15d3dc4,1621000.0,0.0,,,256.0,0.0
auth,1655132247.847101,1655132247.895907,True,68c0da3b,z3ob957v287w,06306619,1243000.0,0.0,,,256.0,0.0
auth,1655132246.949985,1655132246.991965,True,a68e3cdb,b2p4ri7wd2qj,10b9f76c,1007000.0,0.0,,,256.0,0.0
auth,1655132246.823803,1655132246.880199,True,3372ac08,j60ywp8nka0f,4758b86b,1210000.0,0.0,,,256.0,0.0
auth,1655132247.257577,1655132247.32244,True,e39d0606,2fxm39wwplds,75cd7a9e,1736000.0,0.0,,,256.0,0.0
auth,1655132246.672658,1655132246.849321,True,0fba1587,oiybjhsyo8z8,09cb5f39,274000.0,0.0,,,256.0,0.0
auth,1655132246.95536,1655132246.996834,True,4c6a3017,8piygsbrsaek,cdcdcab0,1005000.0,0.0,,,256.0,0.0
auth,1655132247.847481,1655132247.896494,True,efd41297,433dwr7oja3f,1aadc2c3,1148000.0,0.0,,,256.0,0.0
auth,1655132247.09878,1655132247.140522,True,1c1798c4,zlfmmrmogey8,2f86fc4e,1124000.0,0.0,,,256.0,0.0
auth,1655132247.063903,1655132247.125943,True,ed8e175f,b5x722qrghbq,e581265b,1109000.0,0.0,,,256.0,0.0
auth,1655132248.009608,1655132248.13054,True,b2e36e70,d5d6fl01732l,5f1851f5,2001000.0,0.0,,,256.0,0.0
auth,1655132247.832184,1655132247.887454,True,43f9f919,xwov0m29hjyx,1c8080fc,1315000.0,0.0,,,256.0,0.0
auth,1655132248.84821,1655132248.897942,True,9dbf343f,4tg4y2vn836y,64e36e7f,1616000.0,0.0,,,256.0,0.0
auth,1655132245.320543,1655132245.53366,True,d7a7f9ef,by2q8qajdoo8,4ab4c9c3,240000.0,0.0,,,256.0,0.0
auth,1655132248.205989,1655132248.249288,True,9831dc99,hx6mswijlzry,87461ece,986000.0,0.0,,,256.0,0.0
auth,1655132247.311665,1655132247.455626,True,f2e4f8c4,12uuje5fbvt3,48f569ad,244000.0,0.0,,,256.0,0.0
auth,1655132247.137388,1655132247.259851,True,52650b99,z1z7h5v3ocwz,80e85536,238000.0,0.0,,,256.0,0.0
auth,1655132247.18676,1655132247.245783,True,313c7fc2,zw8eb4ugs5iy,db65c20a,1568000.0,0.0,,,256.0,0.0
auth,1655132247.355975,1655132247.400018,True,25cb68b5,o5yeucxsu3kc,d780014d,992000.0,0.0,,,256.0,0.0
auth,1655132246.597962,1655132246.643874,True,a2b1a23a,ih2kg023h6em,fe06b776,1005000.0,0.0,,,256.0,0.0
auth,1655132247.69254,1655132247.748933,True,2ca3c6e6,xcy9nzuubrzs,f4347df9,1633000.0,0.0,,,256.0,0.0
auth,1655132248.020411,1655132248.132683,True,0091fa34,p54fxndez089,ade6b777,2102000.0,0.0,,,256.0,0.0
auth,1655133168.224716,1655133168.3516,True,7b34ef88,h1ipkzfaew9n,d501f3e2,222000.0,0.0,,,256.0,0.0
auth,1655133169.909186,1655133169.97017,True,8394fea8,x9o3dx6hwjn1,3cc4ede5,1206000.0,0.0,,,256.0,0.0
auth,1655133170.273932,1655133170.331881,True,5cb31cce,ihrskckuqwzv,76bac849,1237000.0,0.0,,,256.0,0.0
auth,1655133170.355876,1655133170.414313,True,e7db614b,48d6l148uh8v,0790d424,1357000.0,0.0,,,256.0,0.0
auth,1655133170.563063,1655133170.624533,True,64212dd0,5zp4bmy0293p,db9f86ad,1440000.0,0.0,,,256.0,0.0
auth,1655133170.534801,1655133170.742523,True,df60042f,lqax3624aly9,031ec64d,262000.0,0.0,,,256.0,0.0
auth,1655133170.398387,1655133170.451155,True,77b90a8f,7i9iuz9d8s67,3a760d62,1303000.0,0.0,,,256.0,0.0
auth,1655133170.575658,1655133170.626026,True,a449818e,y39beesocb9e,e2a237ba,1414000.0,0.0,,,256.0,0.0
auth,1655133170.271091,1655133170.332052,True,40c89863,pj5y1634j5fr,686ffa1d,1237000.0,0.0,,,256.0,0.0
auth,1655133170.819369,1655133170.864274,True,ce6d690f,pili4t4vvvgm,72171079,1088000.0,0.0,,,256.0,0.0
auth,1655133170.254854,1655133170.30279,True,6173f8ab,drcjna3l2g2y,add22145,1211000.0,0.0,,,256.0,0.0
auth,1655133170.241611,1655133170.298842,True,2bb4ff9f,wm9kw8p7z15s,1378add7,1207000.0,0.0,,,256.0,0.0
auth,1655133170.681399,1655133170.726744,True,f54b47b0,ki36sy56gaod,687bc818,1403000.0,0.0,,,256.0,0.0
auth,1655133171.134705,1655133171.181067,True,1289ed56,bkpe60ov7v58,b8d6fd6f,989000.0,0.0,,,256.0,0.0
auth,1655133170.850711,1655133170.894833,True,4b1c86a7,xp47dbfqg370,39793356,1018000.0,0.0,,,256.0,0.0
auth,1655133170.016434,1655133170.070008,True,489035d0,e6qpsikwd868,98f5e3fc,1315000.0,0.0,,,256.0,0.0
auth,1655133170.238149,1655133170.301283,True,a7527ca3,5m9ajzm8i2uu,0aa0fe66,1205000.0,0.0,,,256.0,0.0
auth,1655133169.973107,1655133170.035112,True,dc23c40c,fcqnggnjw5sg,b0eaded3,1219000.0,0.0,,,256.0,0.0
auth,1655133169.976102,1655133170.035112,True,190fea26,ib22tn3j9ozd,9b9416fd,1311000.0,0.0,,,256.0,0.0
