func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download
run_workflow,1706231894.786034,1706231894.787381,b76a0ba8,,,,,
analyse,1706231808.61554,1706231843.318197,b76a0ba8,True,4975e79a,307468b1-f665-44b8-91e8-eb0881810ee5,0.0,249051914.0
analyse,1706231843.341106,1706231875.279944,b76a0ba8,False,4975e79a,fe52f35e-3ccc-4c16-811d-c7d6fd8f3958,0.0,249192258.0
decode,1706231461.022005,1706231463.41112,b76a0ba8,False,35964c1a,c4d6da7d-fc29-483d-8b23-44143352f755,15680772.0,2618434.0
summarize,1706231894.662874,1706231894.676161,b76a0ba8,False,a0363957,061cd3b5-84e7-4d88-b6c9-0489a58840cc,0.0,0.0
