func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
run_workflow,1706233042.472412,1706233042.474606,fac20b68,,,,,,0.0,0.0,,,,0.0
analyse,1706232931.599623,1706232968.125165,fac20b68,False,e6bd160a,240ff370-78b2-4fa5-ac6c-d75a36eaa027,0.0,249192258.0,0.0,0.0,,,,0.0
analyse,1706232895.170959,1706232931.556109,fac20b68,False,e6bd160a,5346bfcf-8452-4ae3-ae55-dcf631284dc2,0.0,249051914.0,0.0,0.0,,,,0.0
summarize,1706233042.148666,1706233042.149803,fac20b68,False,e6bd160a,ba602a5a-8b69-414a-a491-db2306db419d,0.0,0.0,0.0,0.0,,,,0.0
decode,1706232362.702307,1706232364.84748,fac20b68,False,e6bd160a,e82525a4-52af-4470-a5e4-b28b93f48bfd,15680772.0,2618434.0,130263518.0,0.0,,,,0.0
analyse,1706232458.952104,1706232496.184607,008eacad,False,f2e986ea,9437ba39-b289-402f-9c6e-77cff67f7a90,0.0,249051914.0,116855324.0,0.0,,,,0.0
run_workflow,1706232645.829,1706232645.832038,008eacad,,,,,,0.0,0.0,,,,0.0
analyse,1706232379.298246,1706232420.862855,008eacad,False,f2e986ea,8aa185d9-6d71-49c0-a8b6-4cb70289dee5,0.0,249192258.0,41611819.0,0.0,,,,0.0
decode,1706232073.468558,1706232075.195181,008eacad,False,0f21a518,a815f5fd-49f5-494f-9d12-a0e09fdc9714,15680772.0,2618434.0,5719376.0,0.0,,,,0.0
summarize,1706232645.626643,1706232645.634369,008eacad,False,f2e986ea,8843d281-1135-4070-86c7-fd8c59713250,0.0,0.0,98011.0,0.0,,,,0.0
analyse,1706232555.720557,1706232594.212679,65f36777,False,e6bd160a,dd327607-edf4-4b18-9d7b-890d2dcfb444,0.0,249051914.0,273570387.0,0.0,,,,0.0
summarize,1706232614.444221,1706232614.446643,65f36777,False,6af802b9,2f82f417-18cc-4630-ac2e-c33d04c2f3ac,0.0,0.0,18325.0,0.0,,,,0.0
decode,1706232109.250811,1706232111.130527,65f36777,False,e6bd160a,15478dd7-6706-450b-bd8a-cbd64e278b2e,15680772.0,2618434.0,13168827.0,0.0,,,,0.0
run_workflow,1706232614.555272,1706232614.556191,65f36777,,,,,,0.0,0.0,,,,0.0
analyse,1706232518.597387,1706232555.703537,65f36777,False,e6bd160a,ac160222-b0a3-4177-a1f2-1fcff5821f8d,0.0,249192258.0,235089195.0,0.0,,,,0.0
summarize,1706232645.297372,1706232645.335547,9d121728,False,f2e986ea,be0c4111-7c71-4f2d-af57-b42fed30041a,0.0,0.0,143883.0,0.0,,,,0.0
decode,1706232059.208654,1706232063.326972,9d121728,False,0f21a518,4abb10c3-9ddb-420c-9cb0-513a760fb8ab,15680772.0,2618434.0,0.0,0.0,,,,0.0
run_workflow,1706232645.547623,1706232645.56154,9d121728,,,,,,0.0,0.0,,,,0.0
analyse,1706232132.866322,1706232159.675479,9d121728,False,0f21a518,fd8a9051-3834-4b15-96f6-e6155a8e2d16,0.0,249192258.0,88205188.0,0.0,,,,0.0
analyse,1706232466.659845,1706232491.870239,9d121728,False,6af802b9,02583546-cac9-4e40-ba5c-f6b2d9811517,0.0,249051914.0,28735915.0,0.0,,,,0.0
summarize,1706233042.114815,1706233042.126159,70270cea,False,e6bd160a,8a6dff37-045c-4592-9ab8-d1b8db06917f,0.0,0.0,0.0,0.0,,,,0.0
run_workflow,1706233042.405981,1706233042.4112868,70270cea,,,,,,0.0,0.0,,,,0.0
analyse,1706232819.244791,1706232856.289748,70270cea,False,e6bd160a,26731352-4625-4bc6-8f23-a82170bb8e9b,0.0,249192258.0,261969958.0,0.0,,,,0.0
decode,1706232360.490199,1706232362.686297,70270cea,False,e6bd160a,ab634e8b-9a78-4b48-9ec8-b7f74e04f619,15680772.0,2618434.0,246904040.0,0.0,,,,0.0
analyse,1706232856.305736,1706232895.152077,70270cea,False,e6bd160a,7f2b406d-797c-4df0-8838-14b49b3fd124,0.0,249051914.0,300828412.0,0.0,,,,0.0
summarize,1706232684.875914,1706232684.88472,45a8e340,False,0ff5e042,d0e6c556-9657-450d-9989-5cb2239e7896,0.0,0.0,39727163.0,0.0,,,,0.0
run_workflow,1706232696.047597,1706232696.0537171,45a8e340,,,,,,0.0,0.0,,,,0.0
decode,1706232071.360844,1706232073.402815,45a8e340,False,0f21a518,a85234e5-d52c-49f9-9d8d-06bec8fc9e8f,15680772.0,2618434.0,3945727.0,0.0,,,,0.0
analyse,1706232496.205907,1706232535.366306,45a8e340,False,f2e986ea,56df0ee1-9dc2-4ca1-b62b-63e250c69c56,0.0,249192258.0,156096478.0,0.0,,,,0.0
analyse,1706232535.385973,1706232571.367024,45a8e340,False,f2e986ea,af768e82-5c61-4638-8606-ab59b8fa0572,0.0,249051914.0,191993542.0,0.0,,,,0.0
analyse,1706232887.576895,1706232921.401242,c0d261fd,False,67fbd938,cc47d3e9-080a-488a-aa7d-38e2bb9743b3,0.0,249051914.0,312650824.0,0.0,,,,0.0
