func,start,end,is_cold,container_id,provider.request_id,blob.upload,blob.download,cpuinfo,request_id
reduce,1704927211.17306,1704927216.009027,True,a731a59e,c9qfvpxpvg3t,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7003 GHz', 'hz_actual_friendly': '2.7003 GHz', 'hz_advertised': [2700260000, 0], 'hz_actual': [2700260000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
reduce,1704927211.164918,1704927216.337631,True,6f469494,skiynlh70jv4,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700235000, 0], 'hz_actual': [2700235000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
reduce,1704927211.15085,1704927216.557539,True,1f2c6d3a,bklgm5vfm9nk,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700237000, 0], 'hz_actual': [2700237000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
map,1704927199.156377,1704927200.082865,False,40d1eaec,2ez7qz6v0gy9,15,7653,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000184000, 0], 'hz_actual': [2000184000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
shuffle,1704927206.580728,1704927207.623134,True,f3252a61,dqqtrobdyj00,0,0,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700197000, 0], 'hz_actual': [2700197000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
map,1704927199.039229,1704927199.983745,False,a25b7c2f,oweo8klbjt52,15,7708,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700214000, 0], 'hz_actual': [2700214000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
map,1704927200.622391,1704927202.838933,True,ffc36194,kyx5qinjv9y2,15,7640,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6094 GHz', 'hz_actual_friendly': '2.6094 GHz', 'hz_advertised': [2609415000, 0], 'hz_actual': [2609415000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
split,1704927190.791359,1704927195.842042,True,632c7567,v4vt2yr1ahnx,23001,23000,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6618 GHz', 'hz_actual_friendly': '2.6618 GHz', 'hz_advertised': [2661775000, 0], 'hz_actual': [2661775000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
reduce,1704927211.284828,1704927216.296304,True,aa41fe76,pro0icu1el3x,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7003 GHz', 'hz_actual_friendly': '2.7003 GHz', 'hz_advertised': [2700269000, 0], 'hz_actual': [2700269000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
reduce,1704927210.516682,1704927211.910901,True,17a29f67,kh9ck9tc66p6,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000176000, 0], 'hz_actual': [2000176000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",1508b99b
map,1704927196.779033,1704927202.299016,True,3f558d5b,njyrzhjidhsk,15,7708,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000164000, 0], 'hz_actual': [2000164000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",50ecfd56
map,1704927196.980395,1704927202.418302,True,2731b7eb,nygw7bxcufj6,15,7653,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700222000, 0], 'hz_actual': [2700222000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",50ecfd56
reduce,1704927214.236549,1704927218.66263,True,35bfd93e,d50ynybcvzx4,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6975 GHz', 'hz_actual_friendly': '2.6975 GHz', 'hz_advertised': [2697492000, 0], 'hz_actual': [2697492000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",50ecfd56
split,1704927191.630539,1704927193.710977,True,8fb2c935,nk4sn8nmce4q,23001,23000,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000176000, 0], 'hz_actual': [2000176000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",50ecfd56
