func,start,end,is_cold,container_id,provider_request_id,request_id
reduce,1654711392.896293,1654711393.387589,False,ef5234c7,3d987436-9f70-41cb-a8aa-41f5691fa5db,0ecf3fd4
reduce,1654711392.884822,1654711393.435351,False,b5fa59ef,3139b383-21ac-435e-8dc0-e8c1a1cf2f1c,0ecf3fd4
reduce,1654711392.904996,1654711393.439549,False,6f875e60,127f0fd2-ad8e-4809-a1d0-950bcac6d3c2,0ecf3fd4
split,1654711390.948884,1654711391.436268,False,f21f97b5,86d3509d-3371-45c8-bb97-52ebc157b33b,0ecf3fd4
reduce,1654711392.871944,1654711393.411957,False,7725c1e5,bd2b7cee-9d6b-46da-9c07-5d980b16fc73,0ecf3fd4
map,1654711391.672931,1654711392.2816,False,91e236f1,c859f465-8cfc-437a-9573-9415266f5de9,0ecf3fd4
shuffle,1654711392.441078,1654711392.604731,False,0f384615,163d4444-fb32-47c8-9e52-257e6344d4b2,0ecf3fd4
map,1654711391.659925,1654711392.355787,False,2782c456,a6d8b6fd-7e99-4b37-8b0b-71691bde8bfc,0ecf3fd4
reduce,1654711392.888934,1654711393.427987,False,7eee75bc,c5433c1b-e075-45a4-9209-e51d9139d549,0ecf3fd4
map,1654711391.664323,1654711392.245393,False,e73ea4e9,94c796fb-3aea-49ee-b578-17bdae231c0b,0ecf3fd4
map,1654711391.698167,1654711392.318778,False,07d2e282,56909147-def8-4b7b-bd87-8d30c1dc1142,deabb120
reduce,1654711392.893968,1654711393.411619,False,bdd93ffe,a34696a9-e6e3-465c-b541-571fa54a05fc,deabb120
reduce,1654711392.904598,1654711393.422593,False,4ea864cf,2f29cae6-0f74-47a8-8859-b1306328e70a,deabb120
reduce,1654711392.907192,1654711393.394812,False,10de40dd,c7f41421-ff1f-465d-ba2a-179160988523,deabb120
split,1654711390.955252,1654711391.467199,False,126a42f9,1dfc3832-4a45-49c3-b846-6346ef20c908,deabb120
map,1654711391.686139,1654711392.305889,False,4a974e4d,428801c6-7f33-471d-9ebe-cd72a18c5ed9,deabb120
map,1654711391.688238,1654711392.302047,False,3fd1091f,1b9bc77d-f117-40bc-82d4-c2cd4a135d7f,deabb120
reduce,1654711392.89433,1654711393.411067,False,28dbddb9,4a00f8db-51ba-40b7-958c-f258fb9e5388,deabb120
reduce,1654711392.916453,1654711393.424715,False,f4a70bc9,682a006d-8153-40a6-b99b-282ef3f0b4b3,deabb120
shuffle,1654711392.487243,1654711392.687684,False,72e1b6d2,93a2b86f-c9f3-41c6-915a-eb5b36abc054,deabb120
shuffle,1654711392.359823,1654711392.534109,False,71fa462b,c662fcc3-afaa-4658-8680-09c11bad00b1,b08301f1
