func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
map,1655124399.995279,1655124402.656163,True,f606befd,e4982340-db5c-4a05-b37d-edf4f542e8a3,0d3f1066,2667910.0,215520.0,77.0,2668.0,256.0,683008.0
map,1655124400.008472,1655124402.821728,True,688d6392,2724df59-064c-44c0-9f4d-e9ac221ac38f,0d3f1066,2819590.0,238230.0,77.0,2820.0,256.0,721920.0
reduce,1655124406.36869,1655124408.867296,True,8b313d63,9eb6a546-1655-4c31-bccf-9dae0ac4ac80,0d3f1066,2519940.0,200970.0,78.0,2520.0,256.0,645120.0
reduce,1655124406.315193,1655124408.591765,True,54e91419,8f913eff-4a7c-4aab-85b1-0f6277294777,0d3f1066,2296420.0,194880.0,78.0,2297.0,256.0,588032.0
split,1655124396.892321,1655124399.513772,True,237a9796,c7b010eb-8d94-4827-af9d-578cfc474200,0d3f1066,2628320.0,210450.0,78.0,2629.0,256.0,673024.0
reduce,1655124406.343999,1655124409.012022,True,4db43ad9,8b17bad0-77f1-4906-89ce-043339d2c0b4,0d3f1066,2691570.0,221600.0,78.0,2692.0,256.0,689152.0
shuffle,1655124403.243974,1655124405.831313,True,9702ef31,51fa682f-6d5c-44b4-8678-6c4e4b91de85,0d3f1066,2610060.0,266980.0,77.0,2611.0,256.0,668416.0
reduce,1655124406.360245,1655124408.932207,True,b16b9da4,ce130fe7-e1cc-4618-8226-42525930c762,0d3f1066,2576630.0,232200.0,78.0,2577.0,256.0,659712.0
map,1655124399.988595,1655124402.678,True,4c880e10,c198699a-a97f-40bc-8a11-a2619c7a04d2,0d3f1066,2709240.0,213480.0,78.0,2710.0,256.0,693760.0
reduce,1655124406.369004,1655124409.026791,True,7e101f84,40b9b5c3-2102-4e3f-b345-524aaba7d1c3,0d3f1066,2677270.0,231650.0,77.0,2678.0,256.0,685568.0
shuffle,1655124403.277541,1655124405.664454,True,533289be,6369b87d-a339-4ba7-a2c4-4c60c232a278,0d66fee1,2408080.0,215320.0,76.0,2409.0,256.0,616704.0
map,1655124399.941551,1655124402.537865,True,23e2cd6c,fdbb4d77-925a-4604-a752-2232938a90f1,0d66fee1,2601810.0,213770.0,77.0,2602.0,256.0,666112.0
reduce,1655124406.190467,1655124408.699409,True,6163c3df,12ac2348-fc8b-4937-b015-b14eceb8b8eb,0d66fee1,2530290.0,210390.0,78.0,2531.0,256.0,647936.0
