func,start,end,is_cold,container_id,provider_request_id,request_id
reduce,1654707079.533507,1654707080.081739,False,2161a389,e28f69d8-9f92-487e-be78-579d6b4366b9,cfb6cadf
reduce,1654707079.551585,1654707080.024914,False,d1ce4798,d2864be8-9813-4815-bff9-fbca9ccb8f4c,cfb6cadf
split,1654707077.680717,1654707078.196695,False,eee57e87,a94f8b00-438f-4886-8d2f-e1429ea9e837,cfb6cadf
map,1654707078.396549,1654707079.033529,False,0009b253,2fe717cc-2525-4f0d-9580-77eb765787ed,cfb6cadf
reduce,1654707079.55916,1654707080.057781,False,00cd7279,ba18c73a-cae9-4512-a7ac-a10535846841,cfb6cadf
reduce,1654707079.540313,1654707080.082285,False,37f6e362,acb8ebab-ed3b-4304-af32-d5ee54b36d58,cfb6cadf
map,1654707078.390693,1654707079.003683,False,8bda1835,f2b5284b-84fd-42f1-a968-857e5b4a318d,cfb6cadf
map,1654707078.407333,1654707079.065641,False,1ab21e42,56aa6c1e-5072-4674-83ee-eff8fe9f4f84,cfb6cadf
reduce,1654707079.544514,1654707080.08301,False,58120b06,9b926d9e-ba6c-4e6c-9a58-8ae4c89d0f31,cfb6cadf
shuffle,1654707079.126549,1654707079.325697,False,ddc0f778,e67fbb44-7231-493e-9d4e-5e82d5656e21,cfb6cadf
map,1654707083.773998,1654707084.245874,False,c72760df,2a282353-22db-4b5e-9bf7-5abaec5cc060,a7b0ab06
reduce,1654707084.995303,1654707085.428916,False,c9f9d728,77fabfb8-6055-42fd-b6e9-e515f8d7e1bf,a7b0ab06
reduce,1654707085.019616,1654707085.41302,False,bfc27153,359f3aed-14cc-4858-ac70-c2df75f2da50,a7b0ab06
reduce,1654707085.231219,1654707090.572736,True,8e55d1f7,bd6e5cfb-1016-4f1a-8595-ef5d88135b6d,a7b0ab06
shuffle,1654707084.659299,1654707084.68481,False,f17b9122,275878bf-41c3-45a7-9aa3-c8a8e2042c4a,a7b0ab06
reduce,1654707085.022374,1654707085.44225,False,e85b1e2b,5f72b69e-bb2d-4d57-b2f5-a1e32ab38ec8,a7b0ab06
split,1654707078.174882,1654707083.559691,True,f093a897,26b81bee-062a-4a11-84f3-543c7339f679,a7b0ab06
map,1654707083.770936,1654707084.249771,False,5b73c6a9,2aae34ec-1499-488e-9a81-700870cbf5d8,a7b0ab06
map,1654707083.760829,1654707084.253514,False,aa3b2afa,1f30e1e3-d60a-4942-bfab-4a0c32c13e8b,a7b0ab06
reduce,1654707085.236163,1654707090.900988,True,864bf684,c2b266b0-57bb-4b25-b512-4b5d96930d59,a7b0ab06
reduce,1654707090.494629,1654707091.185556,False,ce55119a,b17db8c5-f0e8-4864-9170-40d335ceb0d6,57a59696
reduce,1654707090.463523,1654707090.885406,False,c65efe0b,44338b8b-5158-4981-9b95-d8ab7362887f,57a59696
shuffle,1654707090.168372,1654707090.201777,False,2b932dd8,0f71323e-92da-434f-b7cc-5ea93778e58b,57a59696
map,1654707084.322337,1654707089.042286,True,7afba4f3,09b91063-4f1a-4fae-a10f-ee35df7919ca,57a59696
reduce,1654707090.489931,1654707090.908113,False,c7efdfcd,3423d366-b26e-434b-a131-39ec33e396f3,57a59696
map,1654707084.033206,1654707084.491326,False,9dadfe38,9fabcceb-83aa-41e0-9a4e-8ee94842224d,57a59696
reduce,1654707090.47921,1654707090.865184,False,f96b9743,75172c6d-3527-46db-be9e-1d0a453fd920,57a59696
reduce,1654707090.456929,1654707090.853498,False,fb9f5f34,23f0e9b7-b93d-444a-960e-506977abb8b2,57a59696
map,1654707084.340468,1654707090.070672,True,e1e0c130,c1a7e5ce-072f-4498-9ec7-9020af505526,57a59696
split,1654707078.036155,1654707083.813774,True,e4522fe9,8d948d48-4511-44f1-982c-d775e7f842ed,57a59696
shuffle,1654707084.345598,1654707084.404341,False,681732ea,c83d31b7-6d50-47ce-99db-79bd860ec89e,a7009075
map,1654707083.70905,1654707084.20935,False,a2b1d05b,eb04c321-668a-4ea4-b1fd-6bc639993d53,a7009075
map,1654707083.712664,1654707084.27136,False,949e785c,694dea6c-62ea-474c-b4bb-0620b5b770eb,a7009075
reduce,1654707084.656461,1654707085.037846,False,00cd7279,397daf40-8677-4641-ae5b-d65e2b6823d1,a7009075
split,1654707078.144193,1654707083.487126,True,6dde3a07,04ad3659-2115-4ad3-9949-a9c25dee3236,a7009075
reduce,1654707084.636977,1654707085.042134,False,37f6e362,4e72b2c4-982b-4b65-addf-145ce2f58422,a7009075
reduce,1654707084.649633,1654707085.045736,False,50348e52,88c7da9b-2580-4081-9af0-394dcc74cf92,a7009075
map,1654707083.697196,1654707084.161666,False,10db9cfd,31b99fe4-5539-44de-a2a8-ee80d2299bfd,a7009075
reduce,1654707084.63081,1654707085.011733,False,b6799164,ecf3ab7e-f2be-4331-8f5d-4da903b14987,a7009075
reduce,1654707084.645267,1654707085.075212,False,d744f756,ab2ffa84-132a-4f58-a394-8a06f008d81d,a7009075
shuffle,1654707084.300606,1654707084.32815,False,79052caa,5c99a4fd-9351-40cd-9a57-fca088ef1de5,2d86e189
reduce,1654707084.580696,1654707084.973666,False,f5814921,52694027-b8a8-4068-9477-c956831a11b6,2d86e189
map,1654707083.731447,1654707084.20193,False,253a6608,83c57726-566c-4482-8cb5-c751a6c7b712,2d86e189
split,1654707078.024428,1654707083.522129,True,137cafab,d1213fc9-ca18-4c6c-9b52-89505e0d0cbc,2d86e189
map,1654707083.714147,1654707084.209331,False,65f9b715,abfb5ede-59d3-45ac-b00a-0e7e84925e8b,2d86e189
reduce,1654707084.610958,1654707085.027948,False,0cbb9748,7429d900-0ee6-440b-b3d1-706ab3b552e1,2d86e189
reduce,1654707084.585293,1654707084.948929,False,c9f9d728,d48e3ed6-f1ed-4281-8852-5776c50e5168,2d86e189
reduce,1654707084.59632,1654707084.990079,False,bfc27153,b2bead93-ac67-4d03-963c-02a4f13d087a,2d86e189
map,1654707083.722102,1654707084.191358,False,46d4e193,6279d065-7da2-4cc3-b2b7-f3a4469c1c17,2d86e189
reduce,1654707084.602145,1654707084.982213,False,e85b1e2b,05e7e7e9-dd67-43c8-b738-a6abbc994cc8,2d86e189
reduce,1654707084.633616,1654707085.02289,False,284610be,c15c0a59-b8b6-41b8-9bb8-ee334f16e1ab,007131fb
map,1654707083.752459,1654707084.215409,False,f133e5b6,2b908e78-0c85-4c3e-8967-56af297489da,007131fb
reduce,1654707084.65365,1654707085.045294,False,c65efe0b,c1c53d5a-2f57-4ba5-affc-92442267b4cb,007131fb
map,1654707083.767465,1654707084.229432,False,5a892373,6d1e6045-174c-4550-a621-b799490269e2,007131fb
shuffle,1654707084.342784,1654707084.386447,False,ddc0f778,ae858cc0-e297-4799-8fcc-d0a498787cd7,007131fb
reduce,1654707084.639018,1654707085.041562,False,2161a389,804125f1-278d-43e3-85d1-ed0162b86034,007131fb
reduce,1654707084.646231,1654707085.019132,False,76870279,afa7aa7f-cac8-4b06-915e-d1bb9f7b9151,007131fb
split,1654707078.044426,1654707083.554003,True,b3a108d3,2d47daef-3d22-479d-bc34-df515ae29e78,007131fb
reduce,1654707084.634162,1654707085.038293,False,3be2cb36,a68f76c0-3ad5-4cec-99cf-adc4c37813c0,007131fb
map,1654707083.772517,1654707084.269009,False,1ab21e42,f6d88779-9b32-440e-a019-75594bb2ce17,007131fb
map,1654707084.193199,1654707084.672843,False,16754172,a3492bcc-c849-4e6f-a593-bfc76e8e3132,c933f0ed
reduce,1654707085.08862,1654707085.485699,False,50348e52,24647422-f6c5-4755-817a-9be89d7ff4a5,c933f0ed
map,1654707084.187336,1654707084.655899,False,10db9cfd,7a2704f8-291a-425a-86c9-c69511e16c87,c933f0ed
reduce,1654707085.098512,1654707085.497717,False,00cd7279,add98336-d7b6-4bcd-a6d5-3f036e9975a6,c933f0ed
shuffle,1654707084.806018,1654707084.8625,False,ded3633e,1d7c5065-3a60-4d19-a1a4-e3913a15cc29,c933f0ed
reduce,1654707085.10587,1654707085.515389,False,d744f756,33a6dece-3755-42d9-b65b-6df9a6025f7c,c933f0ed
reduce,1654707085.095012,1654707085.481708,False,2161a389,f0f5e1f7-230a-499d-973d-1719dd7a6708,c933f0ed
reduce,1654707085.117077,1654707085.487758,False,0cbb9748,572575dc-beb1-4540-9a3c-7da402cdfa2b,c933f0ed
split,1654707078.069875,1654707083.943386,True,d395f5d4,b8195d8c-aaf1-48ad-bf34-12016d1ca24e,c933f0ed
map,1654707084.20641,1654707084.726232,False,1a13fdb0,9a9ad080-7d13-4748-890e-72f2aaab6b1a,c933f0ed
reduce,1654707089.731363,1654707090.125483,False,c65efe0b,01a48706-ea6b-4466-8669-5d08ded0ddb5,dec79ebb
split,1654707078.03015,1654707083.670933,True,37285136,00251ef3-2ba3-4af8-8f64-527033b2c4eb,dec79ebb
map,1654707083.867795,1654707084.3085,False,92108faa,dcd69c72-128b-4426-be6a-243624c1713e,dec79ebb
map,1654707083.864149,1654707084.332397,False,58399fce,bbf06869-68fe-4ee1-ac5e-ee4f010c5c6c,dec79ebb
reduce,1654707089.749431,1654707090.122906,False,284610be,82c011e6-1cc3-4486-9488-8a26fd10c59f,dec79ebb
shuffle,1654707084.41896,1654707089.500563,True,2b932dd8,3b6fc479-a5e0-40ee-b4c1-dd233b93339c,dec79ebb
map,1654707083.874538,1654707084.340253,False,01eab18d,74cafd64-31c8-4462-a7f3-3c87b23c5c02,dec79ebb
reduce,1654707089.754555,1654707090.131697,False,b6799164,b1a82e0d-2665-4faa-93c7-eb7416c67b4e,dec79ebb
reduce,1654707089.743837,1654707090.125174,False,f96b9743,e8020172-f19f-4864-956e-1646e13cbd21,dec79ebb
