func,start,end,is_cold,container_id,provider_request_id,request_id
split,1654706166.654176,1654706172.657172,True,93cbe4be,20bff683-cac4-4da2-88aa-4460889a82a1,5345662a
reduce,1654706185.434829,1654706190.98989,True,aa06bb77,9e65ee3a-a1ab-4651-854c-6ee8a4301a7c,5345662a
reduce,1654706185.472853,1654706191.188288,True,e553e60f,84ac8c92-b120-49d2-be0c-0efe6ac777ca,5345662a
reduce,1654706185.476039,1654706190.897759,True,8db9d250,549b7054-a2a0-4470-91c2-392e87bf0541,5345662a
shuffle,1654706179.599309,1654706184.93842,True,bf5153f6,ac9c538a-0f5e-4f12-8fd0-502f2f05e727,5345662a
map,1654706173.281409,1654706179.101826,True,95419264,10566a89-2d28-4290-af7a-a32ecbb723ea,5345662a
reduce,1654706185.502979,1654706191.115037,True,51839696,a001b95d-f0e6-412e-9d5d-a15e75624718,5345662a
map,1654706173.196804,1654706179.111047,True,827a0567,8964c866-739e-454d-8e36-63e16c804c71,5345662a
map,1654706173.149842,1654706178.709701,True,3e3634b4,123a1e31-85a6-4552-a582-1526158e80e7,5345662a
reduce,1654706185.461211,1654706191.099215,True,caf761e8,df8f141c-7608-4785-b732-4aacf8e1a4e1,5345662a
split,1654706166.566696,1654706172.067058,True,eed285c6,6c153812-7e6c-412c-b6e0-12eb32d2a441,cb17ab34
reduce,1654706184.837559,1654706190.874802,True,1a032b66,97b976f5-cfb2-4603-ad7b-6e058fe5838e,cb17ab34
reduce,1654706184.841182,1654706190.383337,True,7b754bca,44c70512-0b81-4b42-9659-2344dbaf3d3d,cb17ab34
map,1654706172.591817,1654706178.17747,True,32ff56b1,e0acf48c-5438-48ce-a9c7-849cf536ab37,cb17ab34
map,1654706172.578322,1654706178.384568,True,bbdaa186,880a4d42-f94c-41aa-916d-190895078b99,cb17ab34
shuffle,1654706178.846761,1654706184.281247,True,ddc0f778,119b0162-269a-44f6-bf7a-46e2374d114b,cb17ab34
reduce,1654706184.848313,1654706190.470568,True,8c23f1df,5765becd-2d86-4b0b-923c-37dba63564b1,cb17ab34
map,1654706172.588678,1654706178.270716,True,c72760df,9da20f6f-9b5f-4450-b2f1-13146902ae72,cb17ab34
reduce,1654706184.803033,1654706190.43279,True,37f34de5,57936210-254a-48b4-9b11-936e4ebee852,cb17ab34
reduce,1654706184.878097,1654706190.833624,True,e293040d,251cef32-fa68-423b-918a-6e524a936383,cb17ab34
map,1654706172.765256,1654706178.387584,True,a61062fa,35577048-55c8-4cab-ac70-368564b467b3,61e480e7
reduce,1654706185.024319,1654706190.741824,True,50348e52,8114c1bb-6c33-4a16-86ea-d112ddfe86e8,61e480e7
reduce,1654706184.929264,1654706190.53551,True,466ec667,7cd6ae14-1d00-4547-91f8-0de7c4fd2ab5,61e480e7
reduce,1654706184.980126,1654706190.565711,True,b6799164,c505d32c-c353-4c74-821c-b84443813d24,61e480e7
map,1654706172.836419,1654706178.915768,True,c25f0c64,45ae5c6c-ee21-495c-9406-3ba070f766fa,61e480e7
map,1654706172.803808,1654706178.542496,True,b0c90a29,10e5fc19-a0dc-4d4a-962a-cd38ca6a8a1b,61e480e7
split,1654706166.591394,1654706172.287053,True,77b27732,666ec84c-ac8f-4e3f-a04d-e32727b36dd7,61e480e7
reduce,1654706185.272507,1654706191.074325,True,6bab5d3c,cedd3f0b-17e1-4feb-923d-c4be0594bb64,61e480e7
shuffle,1654706179.273404,1654706184.392526,True,b94bedd5,a8fc6cca-3d95-43d7-9a09-74b74be0261f,61e480e7
reduce,1654706185.021104,1654706190.768934,True,d744f756,598e8178-e51f-44be-a118-45fe1901fad2,61e480e7
reduce,1654706185.531446,1654706191.177226,True,f8800992,e63bbb84-13ea-48dc-b89d-1b3b9acb4682,2a4c9150
split,1654706166.597339,1654706172.812941,True,5a1721bc,3d1f56ee-7b7d-40a1-bddc-c19633da4298,2a4c9150
reduce,1654706185.336907,1654706191.163717,True,9e01ee48,c44bd434-86de-4427-9294-084657f96774,2a4c9150
reduce,1654706185.360376,1654706190.984733,True,19353317,6fed7948-0ffb-430f-a11e-efa59dcacdbb,2a4c9150
map,1654706173.283094,1654706178.762078,True,3f07dc95,af2b9764-e07d-447f-a385-7dc940bc7692,2a4c9150
map,1654706173.301582,1654706179.009084,True,7a52c29c,70e3a3c7-3c74-40ee-81bb-0964b641b2a0,2a4c9150
map,1654706173.350511,1654706179.288381,True,3e3dc4c5,f0bdc408-c382-46ce-a3de-10cf97110ae6,2a4c9150
shuffle,1654706179.645854,1654706184.809523,True,fecbaf98,1e81fef2-824e-4588-be3f-aad6f91ccae5,2a4c9150
reduce,1654706185.348625,1654706190.974909,True,085533a8,9ab894f5-ecbf-4521-9983-3b51bb9af447,2a4c9150
reduce,1654706185.365033,1654706190.860572,True,1efec747,8aaeb75e-319b-4f16-b138-e79bdff17b18,2a4c9150
map,1654706173.012988,1654706178.952149,True,4f9b2b5d,dcac35ac-1b25-4b24-9461-e635e63409cb,40444e2f
reduce,1654706184.911896,1654706190.305802,True,0211262e,afea8888-ab5c-4aa8-b405-1156e438039c,40444e2f
reduce,1654706184.90109,1654706190.440145,True,33a8cfde,9dad5e38-98fd-4035-8ac7-0cf8f3e2fedb,40444e2f
map,1654706172.971013,1654706178.679888,True,1ccb093d,6ae751b4-b073-4092-b6bb-0f199e73b0ff,40444e2f
split,1654706166.668964,1654706172.497159,True,b6b9130e,f7ddb3e9-d628-4cf5-a265-c6bc817ea28c,40444e2f
map,1654706173.046553,1654706178.956311,True,25b3b9ee,4a47e52e-d6d9-4ce6-9305-c36ff16a5d68,40444e2f
reduce,1654706185.005235,1654706190.913709,True,fb0aebbc,544e6c8a-783a-42d9-a475-d2d06601429b,40444e2f
reduce,1654706184.921587,1654706190.723002,True,03abfb7e,b3a5727a-d60f-425b-9b75-9a340e5b5c73,40444e2f
shuffle,1654706179.490479,1654706184.271632,True,14f2e672,6c044555-5dab-4bd5-859f-27c224a1baa9,40444e2f
reduce,1654706184.921915,1654706190.485814,True,e142dc99,2b8e96df-223c-428f-86e3-f0a9e8512bee,40444e2f
reduce,1654706184.805438,1654706190.030205,True,00cd7279,1d16edd5-af08-4586-bc2a-eff36b272d82,4d576a10
map,1654706172.610339,1654706178.455472,True,78839461,409d5746-f389-4b38-8706-7ac5eb5c2aef,4d576a10
reduce,1654706184.802979,1654706190.231382,True,898d9c5e,83366d20-bfb9-4d54-997b-d613be49d093,4d576a10
reduce,1654706184.839306,1654706190.241429,True,a2584474,da4b6dd5-5fc1-4f25-b9cc-6095a919f2fb,4d576a10
reduce,1654706184.820393,1654706190.482329,True,463933d8,08da61a4-e9d2-4593-b853-be8a954bfac3,4d576a10
reduce,1654706184.870231,1654706190.520584,True,31ca72ae,6ffe75c1-9542-4c97-b0a1-b7d50a5c3eb6,4d576a10
shuffle,1654706178.978838,1654706184.312975,True,bbf659c6,320d427e-1db3-45c3-b0a1-1fb9e745861b,4d576a10
map,1654706172.616332,1654706178.468131,True,f133e5b6,70112e72-d902-4b42-9424-2d66bc79cdc9,4d576a10
map,1654706172.614434,1654706178.570982,True,80ae9342,e2a58923-dd78-4767-a7e7-3f8b0573c42a,4d576a10
split,1654706166.624585,1654706172.105699,True,cfcda836,1db43371-8f55-44ce-a8bb-16fd131e76d4,4d576a10
reduce,1654706185.922506,1654706191.284112,True,0481181c,15da2319-8555-4856-bf1e-f78d58bba4df,6ffc7fc4
map,1654706173.16564,1654706178.821555,True,cf0a0a99,5c7d51d3-3ca0-4e04-9ece-41db65fd19bb,6ffc7fc4
map,1654706173.124656,1654706178.637328,True,147807b7,11a16620-66f7-4b4f-a516-ff6dc1a152ea,6ffc7fc4
split,1654706166.730666,1654706172.641896,True,4500f42c,c846cc22-a559-4359-bdee-33f04296d36f,6ffc7fc4
shuffle,1654706179.88286,1654706185.423174,True,49f677bf,13394113-61d0-4cc6-8386-b59992ff5144,6ffc7fc4
reduce,1654706185.964481,1654706191.707625,True,e040b42f,b55811a9-1f71-4f13-9ef6-2587752af03d,6ffc7fc4
reduce,1654706186.062839,1654706192.150631,True,28c7e027,be9fb79f-6cd1-45df-adc1-461c2bfd555b,6ffc7fc4
reduce,1654706185.989497,1654706191.678695,True,4733dcca,2ce6fda8-dd56-4ee8-b1c6-1b480e16d17d,6ffc7fc4
reduce,1654706186.013109,1654706192.189032,True,2161a389,4605bee7-8dda-417b-8f64-f5511f17d7ef,6ffc7fc4
map,1654706173.188151,1654706179.473408,True,44542e4e,c0fa11da-8643-492d-835c-7d0f54051184,6ffc7fc4
reduce,1654706185.427213,1654706191.000362,True,f943d1ca,339e67fc-d54e-4a33-a0da-789d8322b1cf,cc94a2d7
reduce,1654706185.405284,1654706190.970848,True,eb122df1,6823ea28-a1dd-444b-ac8d-8afba34109fb,cc94a2d7
reduce,1654706185.412636,1654706191.353118,True,e4d099bf,7420ff5f-a811-446a-873c-87cf4f4fc2f5,cc94a2d7
split,1654706166.636185,1654706172.605007,True,7c7ccd17,10dd81e1-dfad-4129-aaa9-7784c78acb36,cc94a2d7
reduce,1654706185.423062,1654706190.956761,True,2056378c,67032b4f-1332-43c5-9e34-b8170a780abf,cc94a2d7
map,1654706173.101641,1654706178.895527,True,ae1720e5,186767df-9c41-4c39-988f-6543afef7a60,cc94a2d7
reduce,1654706185.43498,1654706191.060589,True,e2c68345,f5ba47b3-7cd3-4c8f-a344-bfb1886340f9,cc94a2d7
map,1654706173.188702,1654706179.386262,True,949e785c,e78a4c9a-1ed0-4b8d-82c0-c7bd37e01fb4,cc94a2d7
map,1654706173.108192,1654706179.106486,True,a2b1d05b,57b25578-53bd-40bc-9738-acb1df6a51e5,cc94a2d7
shuffle,1654706179.716972,1654706184.807495,True,4c18255b,08da1101-620a-49cb-8fd0-1813cde4f152,cc94a2d7
split,1654706166.603305,1654706172.353075,True,8b36c0fc,15b79f5b-ea9a-494a-b18b-32a9f8603afe,b3f3e4ed
reduce,1654706184.862491,1654706190.621913,True,4203e42d,5921faf5-b0b2-4ea2-bff0-e3dbc510fa45,b3f3e4ed
reduce,1654706184.820621,1654706190.292525,True,abd79477,7f4196c1-9f57-49a7-ada9-3dc194f8acb3,b3f3e4ed
map,1654706172.844402,1654706178.520171,True,1b3f0205,06b69aa5-430e-4bcf-a271-b11b8ab80df1,b3f3e4ed
reduce,1654706184.858278,1654706190.393411,True,b40729a9,328d1b44-0a1b-4e45-b3f5-d22327edc928,b3f3e4ed
shuffle,1654706179.061702,1654706184.336157,True,6816fb7b,ef6aabf5-e022-45b4-a702-399596afd291,b3f3e4ed
reduce,1654706184.841401,1654706190.428421,True,68689e03,f9abec11-8608-45b6-b644-be6d9dff31f1,b3f3e4ed
map,1654706172.932096,1654706178.59921,True,26fd9856,64a3f0d1-adc4-4348-825c-31f54f7ab361,b3f3e4ed
map,1654706172.853275,1654706178.673442,True,36c0ba5c,98405a3c-3067-47f6-8663-0f752ba3796b,b3f3e4ed
reduce,1654706184.871487,1654706190.687873,True,7973bcf3,805ba67d-0bbc-42cc-88f3-3e776e02b043,b3f3e4ed
shuffle,1654706179.244438,1654706184.381124,True,2d8fb7e2,7fb9ec72-ada8-4215-b566-8078d84f82b5,58a321dd
map,1654706172.737675,1654706178.871784,True,6b13ee23,4b0a7082-d86b-408a-a895-ceec76e57d7e,58a321dd
reduce,1654706184.98432,1654706190.706108,True,ac13d0e5,eca2516b-1524-4fb7-ba41-3b02fb0bd2d5,58a321dd
reduce,1654706184.955666,1654706190.714268,True,33a7d45a,acf465dc-2ced-4927-ad88-8dcf683590c0,58a321dd
reduce,1654706184.941339,1654706190.406724,True,03b5ce60,de500a94-e928-451b-a595-f72104f8618e,58a321dd
map,1654706172.720768,1654706178.361263,True,01eab18d,b525e0ff-7ebd-45c3-8b25-e304ce1f44a5,58a321dd
map,1654706172.864391,1654706178.740715,True,253a6608,05675106-3af3-41eb-b8e8-28c83732e00f,58a321dd
split,1654706166.734203,1654706172.216912,True,05637b3b,f4826dc6-18a9-4f4a-ab13-b93015af4a2c,58a321dd
reduce,1654706184.968759,1654706191.140257,True,00bf26fb,caee356b-eabd-4063-9920-f68ebd8ccc1a,58a321dd
reduce,1654706184.95065,1654706190.4269,True,21a305f6,c99dc0b3-1ca5-469b-b8e6-dc97c1471673,58a321dd
shuffle,1654706179.223495,1654706184.230528,True,d7491cb3,33f57af2-17f7-4005-9a29-21652e19fcc6,f648db1a
split,1654706166.617723,1654706172.430213,True,16ee26fd,b3aa562c-7aad-4931-a0d6-4a12c168dd25,f648db1a
map,1654706172.962359,1654706178.520446,True,cd05fea7,be503b5a-3296-4011-bb75-51bd9896a90f,f648db1a
reduce,1654706184.804265,1654706190.556776,True,47a4dd8c,039b866e-7cbc-4999-8755-6e1edf922231,f648db1a
reduce,1654706184.810662,1654706190.595693,True,8ab4a275,239ec98b-b2fd-4245-a4ed-b87a80357fcc,f648db1a
map,1654706172.982718,1654706178.864262,True,8b85d6cd,97773855-4963-4262-b4df-c65b3e13b17e,f648db1a
reduce,1654706184.789779,1654706190.320137,True,9e1be3a5,0179ccd3-b4f1-4501-ad91-3d22bb2dc620,f648db1a
reduce,1654706184.820392,1654706190.495794,True,9078f6b5,e0cfe27e-a1d8-4763-afaa-148dcee73f5a,f648db1a
reduce,1654706184.783488,1654706190.301259,True,9f9d5ce6,b15c162a-707d-4668-b4b1-f318064e3819,f648db1a
map,1654706172.985568,1654706178.726554,True,51ffb31e,04b27033-878d-4b56-b464-3564edf2307a,f648db1a
reduce,1654706185.336924,1654706191.009493,True,35930f51,405ab0f9-f6fe-4bd9-9f4a-d89521f33b33,fefd8391
reduce,1654706185.330355,1654706191.256141,True,3da55264,56fb6f90-1c6d-4aa2-aa67-7dcd97ab0ef6,fefd8391
reduce,1654706185.316586,1654706190.949752,True,c7e7ba53,a2dfd8b1-4fe1-4fa1-b8a2-d1bde677c7ba,fefd8391
split,1654706166.567848,1654706172.187936,True,dcd851f3,b7666166-5ba9-463e-a682-627d5c3f2cb2,fefd8391
shuffle,1654706179.562523,1654706184.781954,True,011d768f,e04c3417-b6f8-4049-a03d-e0f07e43b928,fefd8391
reduce,1654706185.337248,1654706190.880356,True,a4ca7600,cacc16ed-424b-464b-ac8d-56743460bd19,fefd8391
map,1654706172.806814,1654706179.139961,True,65f9b715,b2b04ab2-e3c7-4913-ba02-1ba2c2cfb9a8,fefd8391
map,1654706172.685183,1654706178.386537,True,8da8e754,ad38f76e-b4a7-405c-aeb0-bcf386312891,fefd8391
map,1654706172.693755,1654706178.349024,True,8ce6ea8b,d36e540a-b4c5-4833-9d9a-b1dc4254c21e,fefd8391
reduce,1654706185.322486,1654706191.102467,True,880e609b,a1350ba9-f25e-48eb-b167-73151dc1113c,fefd8391
shuffle,1654706179.333583,1654706184.206616,True,cca0fd90,5d23b5e0-d7b7-47aa-852a-f9dd24813e03,1937bdeb
reduce,1654706184.760348,1654706190.499098,True,296156c6,96b80b26-212b-4dea-a44b-9acce2615514,1937bdeb
