func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
run_workflow,1706572089.373232,1706572089.3742018,f1c0d39e,,,,,,0.0,0.0,,,,0.0
process,1706572045.368796,1706572065.370622,f1c0d39e,False,da57909f,ec78410c-7b27-4050-acff-4dbff407bc8a,0.0,0.0,80035379.0,0.0,,,,0.0
process,1706572025.346988,1706572045.358458,f1c0d39e,False,da57909f,05912ef4-1fdb-40df-be7e-7c49ae4d1e9f,0.0,0.0,60042445.0,0.0,,,,0.0
process,1706571985.283428,1706572005.306443,f1c0d39e,False,da57909f,1ceed3d1-d8c0-484b-a943-264b821cce1f,0.0,0.0,20041589.0,0.0,,,,0.0
process,1706571653.69346,1706571673.714087,f1c0d39e,False,fc339225,0e75424b-7e83-4a66-ac19-a5c35d6d1e6a,0.0,0.0,0.0,0.0,,,,0.0
process,1706571613.633695,1706571633.648893,f1c0d39e,False,fc339225,8f9b644b-edf1-47d5-b18e-d260f50cd34f,0.0,0.0,40037721.0,0.0,,,,0.0
generate,1706571593.463523,1706571593.464409,f1c0d39e,False,fc339225,ea47478e-415d-483d-ae24-023af2b1a7b2,0.0,0.0,0.0,0.0,,,,0.0
process,1706571633.65811,1706571653.677182,f1c0d39e,False,fc339225,f8b75c5c-d36a-48b8-b568-a62d4af381f6,0.0,0.0,60055051.0,0.0,,,,0.0
process,1706572005.316948,1706572025.334558,f1c0d39e,False,da57909f,62d86e2a-643e-42d4-8f1c-756c08e6c204,0.0,0.0,40051924.0,0.0,,,,0.0
process,1706571593.611345,1706571613.624818,f1c0d39e,False,fc339225,4092598b-2f66-4470-954a-195f9b98ab2b,0.0,0.0,20029535.0,0.0,,,,0.0
