func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
run_workflow,1706158826.066645,1706158826.068247,3c555497,,,,,,0.0,0.0,,,,0.0
auth,1706158825.500043,1706158825.676128,3c555497,False,af38b158,4be6954a-1ea0-42f8-b377-381f35b7d884,0.0,0.0,273074.0,0.0,,,,0.0
run_workflow,1706158826.25078,1706158826.252613,3e3e61a1,,,,,,0.0,0.0,,,,0.0
auth,1706158826.149654,1706158826.175872,3e3e61a1,False,af38b158,6cd0203a-acea-4053-87b3-c82a61bc18e6,0.0,0.0,325035.0,0.0,,,,0.0
run_workflow,1706158826.33885,1706158826.343771,985bc175,,,,,,0.0,0.0,,,,0.0
auth,1706158826.195289,1706158826.218389,985bc175,False,af38b158,03dfae03-f873-4d78-8794-a832e0a55287,0.0,0.0,339871.0,0.0,,,,0.0
auth,1706158825.95709,1706158825.98327,e84b7ab0,False,0ee5f7b1,5c101faf-bafb-4327-bea0-7b565afc361c,0.0,0.0,52921.0,0.0,,,,0.0
run_workflow,1706158826.088469,1706158826.090382,e84b7ab0,,,,,,0.0,0.0,,,,0.0
auth,1706158824.334982,1706158824.443317,65d8c2a7,False,af38b158,627f969f-16b5-4c90-9636-455f2f532a3d,0.0,0.0,0.0,0.0,,,,0.0
run_workflow,1706158825.712522,1706158825.724327,65d8c2a7,,,,,,0.0,0.0,,,,0.0
auth,1706158830.154687,1706158830.259692,4557dd4e,False,b81ad970,fdbe8e47-5377-4a8d-8475-68e5570d5dc0,0.0,0.0,928653.0,0.0,,,,0.0
run_workflow,1706158831.682296,1706158831.68315,4557dd4e,,,,,,0.0,0.0,,,,0.0
auth,1706158830.175194,1706158830.209733,f436dfa1,False,35dbf827,82c9bcda-3003-42a1-b10f-3ba738dad370,0.0,0.0,56527.0,0.0,,,,0.0
run_workflow,1706158831.419246,1706158831.420224,f436dfa1,,,,,,0.0,0.0,,,,0.0
auth,1706158831.633489,1706158831.662692,1c83f4b7,False,b81ad970,2d7ff722-f11b-46ba-a79a-9f58c5f0dfcc,0.0,0.0,1072681.0,0.0,,,,0.0
