func,start,end,request_id,is_cold,container_id,provider.request_id,blob.upload,blob.download,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
run_workflow,1717176455.321513,1717176455.3227494,b678256b,,,,,,0.0,0.0,,,,0.0
process,1717176455.106594,1717176455.1164,b678256b,False,7b4959d3,51497688-955e-4082-9125-b4317cbc6e65,0.0,0.0,48515.0,0.0,,,,0.0
process,1717176454.63036,1717176454.632964,b678256b,True,7b4959d3,ef9c8fa6-046f-410f-9a8f-bce39dfaf057,0.0,0.0,34853.0,0.0,,,,0.0
process,1717176454.965453,1717176454.966979,b678256b,False,7b4959d3,eb618e6b-7991-425c-9efa-71a3422647bd,0.0,0.0,52634.0,0.0,,,,0.0
process,1717176455.246832,1717176455.247539,b678256b,False,7b4959d3,c0cf2e77-ba73-4915-8b55-4cc78d45773f,0.0,0.0,24917.0,0.0,,,,0.0
process,1717176432.865389,1717176432.867248,b678256b,False,37ff0435,08b336ab-a9c3-456c-9f45-2f4de56f9e37,0.0,0.0,18809.0,0.0,,,,0.0
gen,1717176432.456475,1717176432.460491,b678256b,True,37ff0435,598cfe10-d3fe-4b66-be48-fcc7171a5b92,0.0,0.0,0.0,0.0,,,,0.0
process,1717176432.998959,1717176432.999533,b678256b,False,37ff0435,f2d33349-06e8-4a78-825f-cfe11a23ea16,0.0,0.0,37641.0,0.0,,,,0.0
process,1717176454.79661,1717176454.797906,b678256b,False,7b4959d3,eb182149-38f7-4b14-91f9-ec435be723eb,0.0,0.0,29565.0,0.0,,,,0.0
process,1717176432.764463,1717176432.773373,b678256b,False,37ff0435,8e41e016-769f-466a-bd2a-f61d0d978f9b,0.0,0.0,22982.0,0.0,,,,0.0
