func,start,end,is_cold,container_id,provider.request_id,blob.upload,blob.download,request_id
train,1706460584.141187,1706460588.881775,True,d303c413,75dbc936-f745-4644-901c-6e8617c73efc,0,4100256,ca68badf
train,1706460583.484955,1706460583.715947,False,9cdefe68,eb1d34a1-a21e-46e2-8b88-c9868c96f761,0,4100256,ca68badf
generate,1706460579.145351,1706460583.217712,True,5dd4d7ec,8db2fc6e-52c2-4298-8c14-88d660bbc7a8,4100256,0,ca68badf
train,1706460578.615362,1706460578.847142,False,8bb7e860,fac618c7-ba3c-482d-b0a6-191a6bc1d451,0,4100256,87f78689
generate,1706460578.163384,1706460578.438604,False,5787e60a,7f59a568-cac4-4884-9110-05d8f5c404c3,4100256,0,87f78689
train,1706460578.611623,1706460578.83766,False,9cdefe68,46599906-d6ec-4baa-aa54-c608303b9279,0,4100256,87f78689
generate,1706460578.44941,1706460578.754906,False,5787e60a,7fd1e22e-729d-436e-8a16-3b0277196f5d,4100256,0,265f22f6
train,1706460578.936395,1706460579.158446,False,9cdefe68,629a7824-a3e4-4af1-bbef-df0029c7bb97,0,4100256,265f22f6
train,1706460578.926505,1706460579.121712,False,8bb7e860,17c0d795-2b2a-4088-acfe-9e66aecc5659,0,4100256,265f22f6
train,1706460582.999568,1706460583.235537,False,9cdefe68,fa247578-c2ab-4d7b-a1be-d8b9cb994e94,0,4100256,5eb1bb41
generate,1706460579.368324,1706460582.879152,True,7c0f5d75,81a05940-765e-487a-b4bb-ae081df1baf8,4100256,0,5eb1bb41
train,1706460583.001757,1706460583.148351,False,8bb7e860,ad2f92f6-f76a-45ac-ad33-dec71c6ce5cd,0,4100256,5eb1bb41
train,1706460583.603773,1706460583.788236,False,8bb7e860,77b2fa6e-875f-464f-aaa4-93ef71b75fb1,0,4100256,bb1fb76f
train,1706460584.521269,1706460588.979803,True,54cb23d2,00b8be6a-d733-45c4-ab86-50c3ddd5b02f,0,4100256,bb1fb76f
generate,1706460579.467215,1706460583.450212,True,35ffb7f3,a18dffe9-9b37-494c-aaac-a948661259c8,4100256,0,bb1fb76f
train,1706460583.379682,1706460583.572111,False,8bb7e860,d7fdc3dc-0658-485c-8eeb-1838adf117a7,0,4100256,78981173
generate,1706460579.479687,1706460583.175785,True,1a93ef2f,e7cb1e90-260b-4d38-9b7a-a43535acdfc7,4100256,0,78981173
train,1706460584.097905,1706460588.828654,True,140a01f6,00172547-f51d-4189-ad61-16b3df8b01d0,0,4100256,78981173
train,1706460583.727203,1706460583.992843,False,9cdefe68,bec43925-b9d2-4c7d-9c58-d8f5ff9143a0,0,4100256,ed4890db
train,1706460584.48309,1706460589.184265,True,53a08289,ca616e11-832d-4cb1-9df4-7c31bd0deea0,0,4100256,ed4890db
generate,1706460579.450652,1706460583.453738,True,aeda37e0,e85df3d4-9d12-4138-b94d-e59f2446aa8b,4100256,0,ed4890db
generate,1706460579.487705,1706460582.98878,True,f72c2144,56db90a4-b3ea-4149-8137-4816d5a36dcc,4100256,0,e2c1b3ad
train,1706460583.246465,1706460583.474172,False,9cdefe68,42dec30b-7a41-4b19-b7ec-72f844abe67b,0,4100256,e2c1b3ad
train,1706460583.173925,1706460583.32722,False,8bb7e860,d0037924-e623-4a36-baef-3df21b72d8b6,0,4100256,e2c1b3ad
train,1706460584.58245,1706460589.228622,True,a398e002,0ae3de23-73ec-49c7-b657-df92bbb9833b,0,4100256,2a04d988
train,1706460583.812962,1706460584.008263,False,8bb7e860,4a04dd80-5323-40d2-904e-5c97a2848ba1,0,4100256,2a04d988
generate,1706460579.480257,1706460583.508185,True,9ec7525f,66155101-4804-4336-bbeb-21a87ba870ed,4100256,0,2a04d988
train,1706460907.395911,1706460907.70231,False,a35e3dd7,645eff9a-7de2-4dfa-8622-d1dccb52a964,0,4100256,92661631
train,1706460907.397564,1706460907.641359,False,30a6b380,5e37ca9b-2283-4fe1-be23-887b5e7761ee,0,4100256,92661631
generate,1706460906.84458,1706460907.186524,False,9aa34f2c,ba015c87-c160-4941-b533-441a74246a9a,4100256,0,92661631
