func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
rebase,1655368279.273585,1655368281.34708,False,a7d8d469,aec3cca7-985d-44d4-8f95-b89b5e50dedb,4b1494b8,2096635.0,0.0,,,,0.0
split,1655368222.963967,1655368222.972623,False,a7d8d469,5bed7b89-b768-444a-aa19-108101e8f111,4b1494b8,39329.0,0.0,,,,0.0
encode,1655368223.121767,1655368231.483739,False,a7d8d469,f93ec6a4-6f45-4a84-a9ef-59e59eeba473,4b1494b8,8384335.0,0.0,,,,0.0
rebase,1655368285.646675,1655368287.277585,False,a7d8d469,798a4270-2587-45b2-8b3d-fa94c10c2a1e,4b1494b8,1650027.0,0.0,,,,0.0
rebase,1655368281.464659,1655368283.600694,False,a7d8d469,aed70da5-7819-4508-a1fc-bcd97f9c5067,4b1494b8,2161112.0,0.0,,,,0.0
encode,1655368240.738271,1655368248.967024,False,a7d8d469,bf1d0558-f7e7-441f-adfc-84162d000813,4b1494b8,25802044.0,0.0,,,,0.0
reencode,1655368267.309031,1655368269.408124,False,a7d8d469,bf710425-42a1-4ad3-b0d2-e2294bfb914c,4b1494b8,4326437.0,0.0,,,,0.0
reencode,1655368269.415872,1655368271.497844,False,a7d8d469,55f3538f-2c30-42e2-8449-e37458e15e05,4b1494b8,6388176.0,0.0,,,,0.0
encode,1655368257.137167,1655368264.904539,False,a7d8d469,1528fe9c-189b-4688-9337-50dd2bee1abe,4b1494b8,41693297.0,0.0,,,,0.0
rebase,1655368283.743043,1655368285.519858,False,a7d8d469,0ca42dde-c389-45df-ac6b-043b5d24b152,4b1494b8,1798866.0,0.0,,,,0.0
rebase,1655368276.952612,1655368279.132787,False,a7d8d469,0b9b9a04-dfdd-410e-a40c-1937972e3f52,4b1494b8,2200296.0,0.0,,,,0.0
reencode,1655368265.072792,1655368267.298156,False,a7d8d469,da96b935-b854-4c60-be03-5871c09bc8c0,4b1494b8,2247421.0,0.0,,,,0.0
reencode,1655368274.082542,1655368276.793124,False,a7d8d469,221a83d4-7afe-43b3-b555-7857305f4199,4b1494b8,11679783.0,0.0,,,,0.0
