func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
train,1655124681.262567,1655124681.435688,False,44081456,22075fee-e663-4d64-a692-652ee44f3d95,a1d4246f,178470.0,0.0,222.0,179.0,2048.0,366592.0
train,1655124681.259509,1655124681.470547,False,87b8de15,1a4210c2-c93d-487f-b3de-15448ce3fc66,a1d4246f,217840.0,0.0,222.0,218.0,2048.0,446464.0
generate,1655124680.923549,1655124681.091433,False,147c6477,a2d1f0cf-5a4e-492d-a75d-8a7d031f8de9,a1d4246f,172800.0,0.0,186.0,173.0,2048.0,354304.0
generate,1655124680.972919,1655124681.209341,False,4f4b2470,9b891800-0273-4fa8-bcf6-df50daab403a,45aa22c7,241750.0,0.0,186.0,242.0,2048.0,495616.0
train,1655124681.374964,1655124681.5728,False,a41798f8,0939ffbc-b15c-426d-bf52-b200b2a13f28,45aa22c7,203100.0,0.0,214.0,204.0,2048.0,417792.0
train,1655124681.380967,1655124681.568234,False,f0b17096,60a5ab7a-7a7b-414f-a00e-99c0dd1e4ad5,45aa22c7,193950.0,0.0,214.0,194.0,2048.0,397312.0
generate,1655124681.384676,1655124681.591702,False,e5327a2b,4754e93b-1f40-4860-8a52-9f752f1fd054,c7c5c8a6,212000.0,0.0,191.0,212.0,2048.0,434176.0
train,1655124681.839459,1655124681.994962,False,63843d73,3475f277-15d7-479c-a9cf-239e061da3e7,c7c5c8a6,160470.0,0.0,226.0,161.0,2048.0,329728.0
train,1655124681.800128,1655124681.970581,False,2880265c,6c3182ba-032a-487f-91d8-8f3e53eae205,c7c5c8a6,175580.0,0.0,226.0,176.0,2048.0,360448.0
generate,1655124681.290977,1655124681.532796,False,005eb205,d7d1a9de-f8a3-4fd0-80e1-efc0c01c5a90,071923d0,248420.0,0.0,195.0,249.0,2048.0,509952.0
train,1655124681.7054,1655124681.867459,False,1091a347,ed6395b5-07b0-4e09-b42a-3f1b8fa94fdc,071923d0,167820.0,0.0,214.0,168.0,2048.0,344064.0
train,1655124681.700139,1655124681.86147,False,b18f1cad,1ca0a59f-5eb1-4921-b054-31574c3d0636,071923d0,166390.0,0.0,214.0,167.0,2048.0,342016.0
train,1655124681.571346,1655124681.735886,False,d0fd3bf1,a966beb5-3a0a-4677-a6b1-7ccf035f93a3,19a3073f,168940.0,0.0,230.0,169.0,2048.0,346112.0
train,1655124682.309876,1655124685.078036,True,7e995a9a,959b9180-8790-4588-8c1d-2f866ccd196d,19a3073f,2773510.0,347840.0,201.0,2774.0,2048.0,5681152.0
generate,1655124680.970443,1655124681.369673,False,e5327a2b,ef235c06-cd7b-4b19-92eb-1c5f5cc524f7,19a3073f,404230.0,0.0,186.0,405.0,2048.0,829440.0
train,1655124681.417512,1655124681.632675,False,f5deac09,90a8e1cb-6119-4478-ad6a-e023d99b4516,7a9d52d6,220440.0,0.0,210.0,221.0,2048.0,452608.0
generate,1655124680.963428,1655124681.248429,False,67578218,2fcef187-67b0-400e-bfa2-2081e8487146,7a9d52d6,290150.0,0.0,186.0,291.0,2048.0,595968.0
train,1655124681.42461,1655124684.132084,True,7f594716,bc427e66-f1a4-40ee-bb95-d6ac4f429fd1,7a9d52d6,2712870.0,324270.0,201.0,2713.0,2048.0,5556224.0
train,1655124681.409646,1655124681.625212,False,7661155f,374f5eb3-9e41-463f-9b62-41c2740d39a8,f21f2f4f,220260.0,0.0,218.0,221.0,2048.0,452608.0
train,1655124681.417909,1655124681.63186,False,1091a347,0b6ae5fc-4c9b-4814-a629-1d15e0ac1f66,f21f2f4f,219190.0,0.0,210.0,220.0,2048.0,450560.0
generate,1655124680.995011,1655124681.227267,False,e1ac9107,456e9f20-9af3-4314-aeb4-9022b4fe643f,f21f2f4f,236510.0,0.0,186.0,237.0,2048.0,485376.0
train,1655124681.345801,1655124681.563312,False,ece13321,98e78f91-920a-4fc4-a5be-f9c1058b35b5,c97ecf04,222990.0,0.0,218.0,223.0,2048.0,456704.0
generate,1655124680.962945,1655124681.175976,False,c0d2dbdd,4e3b39a3-3d2b-4fff-b3e3-813b44ac9ffe,c97ecf04,218390.0,0.0,186.0,219.0,2048.0,448512.0
train,1655124681.338534,1655124681.5414,False,2880265c,4a7311f4-ed79-4177-a126-5e120f6293ae,c97ecf04,208250.0,0.0,218.0,209.0,2048.0,428032.0
generate,1655124681.092052,1655124681.326365,False,befa797a,dd941d47-156c-4e65-950e-13a62a689892,11cd26b6,238750.0,0.0,191.0,239.0,2048.0,489472.0
train,1655124682.114053,1655124684.844065,True,a953d449,1a3d9bfa-7dcd-40ea-803e-6a0dc3bce030,11cd26b6,2734960.0,301500.0,201.0,2735.0,2048.0,5601280.0
train,1655124681.549621,1655124681.7384,False,673f18c6,439514b9-fa84-4b54-90bd-51f25453cf0d,11cd26b6,193290.0,0.0,218.0,194.0,2048.0,397312.0
train,1655124681.371251,1655124681.564261,False,411bda40,3dc857e9-9969-43c7-906d-e14a14f82221,9af30550,197560.0,0.0,214.0,198.0,2048.0,405504.0
generate,1655124680.980376,1655124681.182104,False,b86c3e7a,d7e7c1bf-1a14-486e-8a87-c4de25dbc098,9af30550,206190.0,0.0,186.0,207.0,2048.0,423936.0
train,1655124681.361876,1655124681.552786,False,e4734b9c,47e68f2c-e0f6-4c66-9ca0-a346454d8f91,9af30550,197700.0,0.0,214.0,198.0,2048.0,405504.0
generate,1655124681.03514,1655124681.198118,False,cc8ff065,b605df4f-0431-4a07-9a03-a3fc33620e80,8ffe46dd,167720.0,0.0,191.0,168.0,2048.0,344064.0
train,1655124681.366719,1655124681.540872,False,673f18c6,71149f18-afaf-4f43-b345-66be8bc108ce,8ffe46dd,178800.0,0.0,214.0,179.0,2048.0,366592.0
train,1655124681.35462,1655124681.549467,False,c0819c3d,77361028-73da-4379-8e9e-47d43d41b90f,8ffe46dd,201100.0,0.0,214.0,202.0,2048.0,413696.0
generate,1655124680.955726,1655124681.163873,False,0356060e,eb7f3dfa-deef-45ea-994a-a93d5472f614,bdd9a532,212900.0,0.0,187.0,213.0,2048.0,436224.0
train,1655124681.334216,1655124681.552682,False,1268b847,05963c18-47f8-4d5a-ad54-5dd4bb574d70,bdd9a532,223280.0,0.0,234.0,224.0,2048.0,458752.0
train,1655124681.336749,1655124681.549065,False,63843d73,5e5983d8-158d-4b92-bf35-860441dbd177,bdd9a532,216850.0,0.0,218.0,217.0,2048.0,444416.0
train,1655124681.413554,1655124681.604427,False,721847c7,3e1dd1f6-9ed8-4581-914f-baf720565348,5ccc267b,195280.0,0.0,210.0,196.0,2048.0,401408.0
train,1655124681.412107,1655124681.597749,False,7485321c,3c965298-a146-4730-a1d4-89a4f03310d6,5ccc267b,191170.0,0.0,210.0,192.0,2048.0,393216.0
generate,1655124680.959705,1655124681.190969,False,44c5dcc3,5f3cc17f-14b3-478e-baa1-e0304d539ba0,5ccc267b,236110.0,0.0,186.0,237.0,2048.0,485376.0
train,1655124681.347499,1655124681.5541,False,ecbf6064,5c3edf56-bb4c-404c-a5c4-aec950c250ca,ad48041d,212260.0,0.0,214.0,213.0,2048.0,436224.0
generate,1655124680.985987,1655124681.185596,False,ad86472b,8131e3d5-6210-49a6-b3a5-429b67925cd9,ad48041d,204360.0,0.0,186.0,205.0,2048.0,419840.0
train,1655124681.362696,1655124681.560197,False,d0fd3bf1,99621bb8-9dc5-4f37-a128-7ebbf44c02a1,ad48041d,202120.0,0.0,226.0,203.0,2048.0,415744.0
train,1655124681.418432,1655124681.590499,False,21ee4453,e76d58ba-2b65-463f-9fd6-0a185ca5623a,46bb4b2f,176930.0,0.0,210.0,177.0,2048.0,362496.0
generate,1655124681.030168,1655124681.233571,False,8e50976d,d8d012a3-6b00-4c7e-9906-568e4a729ce8,46bb4b2f,207960.0,0.0,195.0,208.0,2048.0,425984.0
train,1655124681.403067,1655124681.603452,False,cf1a626e,e37ff94b-637e-4933-8dc2-b94eeb22f98e,46bb4b2f,204750.0,0.0,218.0,205.0,2048.0,419840.0
generate,1655124681.046961,1655124681.27753,False,a3c052fa,4cc49620-f011-4ffb-9657-dedc53959ad2,d83c603a,235640.0,0.0,191.0,236.0,2048.0,483328.0
train,1655124681.979134,1655124684.710874,True,9a2a1b48,8975cccf-b3c0-4579-a7d5-a5e94edb24e7,d83c603a,2739020.0,286440.0,201.0,2740.0,2048.0,5611520.0
train,1655124682.141929,1655124684.930123,True,b1372f1c,919dee79-0504-4119-9bc2-27489fa77edb,d83c603a,2802700.0,313780.0,201.0,2803.0,2048.0,5740544.0
train,1655124681.564356,1655124681.727882,False,ecbf6064,4cd40b2b-25a0-4d63-a322-138b6288c52b,22a42803,169020.0,0.0,218.0,170.0,2048.0,348160.0
train,1655124681.573535,1655124681.726466,False,411bda40,54719e92-9532-4d94-b73e-b24b016dbea1,22a42803,157570.0,0.0,218.0,158.0,2048.0,323584.0
generate,1655124680.998292,1655124681.229354,False,7a1be019,4d789097-5322-48fd-9ed7-adf42303b73f,22a42803,236250.0,0.0,186.0,237.0,2048.0,485376.0
train,1655124681.4805,1655124681.655096,False,87b8de15,3f777bf8-257a-477b-8755-7e1209780a78,c88c9329,181000.0,0.0,226.0,181.0,2048.0,370688.0
train,1655124682.016202,1655124684.642321,True,9f25f57a,0f36bacd-6c08-482b-837e-1c69ebf14eb4,c88c9329,2630610.0,283620.0,201.0,2631.0,2048.0,5388288.0
generate,1655124681.039319,1655124681.278278,False,005eb205,ae9c4515-5c1b-4d88-ab75-84ede150009c,c88c9329,245670.0,0.0,191.0,246.0,2048.0,503808.0
train,1655124681.383925,1655124681.570968,False,e73f71bd,58846ad4-ff30-470c-8dd2-78f0723eff4c,190e42f1,191900.0,0.0,218.0,192.0,2048.0,393216.0
train,1655124681.402939,1655124681.623824,False,ca9afd5f,3ef33c40-bf24-40de-8dac-a63348bbe518,190e42f1,227050.0,0.0,214.0,228.0,2048.0,466944.0
generate,1655124681.011948,1655124681.216168,False,7744b6cd,10ab4b64-db1b-4a34-b1e2-dfff038f2c41,190e42f1,209140.0,0.0,186.0,210.0,2048.0,430080.0
